version,reputation,group,player,round,action,payoff,avg_action,wealth
"non-targeted, clustered",reputation = 0,8,190,5,1.0,50.0,1.0,1230.0
"non-targeted, clustered",reputation = 0,8,190,6,1.0,50.0,1.0,1280.0
"non-targeted, clustered",reputation = 0,8,190,7,1.0,50.0,1.0,1330.0
"non-targeted, clustered",reputation = 0,8,190,8,1.0,50.0,1.0,1380.0
"non-targeted, clustered",reputation = 0,8,190,9,1.0,50.0,1.0,1430.0
"non-targeted, clustered",reputation = 0,8,190,10,1.0,50.0,1.0,1480.0
"non-targeted, clustered",reputation = 0,8,190,11,1.0,50.0,1.0,1530.0
"non-targeted, clustered",reputation = 0,8,190,12,1.0,50.0,1.0,1580.0
"non-targeted, clustered",reputation = 0,8,190,13,1.0,50.0,1.0,1630.0
"non-targeted, clustered",reputation = 0,8,190,14,1.0,50.0,1.0,1680.0
"non-targeted, clustered",reputation = 0,8,190,15,1.0,50.0,1.0,1730.0
"non-targeted, clustered",reputation = 0,8,190,16,1.0,50.0,1.0,1780.0
"non-targeted, clustered",reputation = 0,8,191,1,1.0,50.0,1.0,1050.0
"non-targeted, clustered",reputation = 0,8,192,1,1.0,0.0,1.0,1000.0
"non-targeted, clustered",reputation = 0,8,192,2,1.0,50.0,1.0,1050.0
"non-targeted, clustered",reputation = 0,8,192,3,1.0,50.0,1.0,1100.0
"non-targeted, clustered",reputation = 0,8,192,4,1.0,50.0,1.0,1150.0
"non-targeted, clustered",reputation = 0,8,192,5,1.0,50.0,1.0,1200.0
"non-targeted, clustered",reputation = 0,8,192,6,1.0,50.0,1.0,1250.0
"non-targeted, clustered",reputation = 0,8,192,7,1.0,50.0,1.0,1300.0
"non-targeted, clustered",reputation = 0,8,192,8,1.0,50.0,1.0,1350.0
"non-targeted, clustered",reputation = 0,8,192,9,1.0,50.0,1.0,1400.0
"non-targeted, clustered",reputation = 0,8,192,10,1.0,50.0,1.0,1450.0
"non-targeted, clustered",reputation = 0,8,192,11,1.0,50.0,1.0,1500.0
"non-targeted, clustered",reputation = 0,8,192,12,1.0,50.0,1.0,1550.0
"non-targeted, clustered",reputation = 0,8,192,13,1.0,50.0,1.0,1600.0
"non-targeted, clustered",reputation = 0,8,192,14,1.0,50.0,1.0,1650.0
"non-targeted, clustered",reputation = 0,8,192,15,1.0,50.0,1.0,1700.0
"non-targeted, clustered",reputation = 0,8,192,16,1.0,50.0,1.0,1750.0
"non-targeted, clustered",reputation = 0,8,193,1,1.0,-16.666666,1.0,983.333334
"non-targeted, clustered",reputation = 0,8,193,2,1.0,25.0,1.0,1008.333334
"non-targeted, clustered",reputation = 0,8,194,1,0.0,100.0,0.0,1100.0
"non-targeted, clustered",reputation = 0,8,194,2,1.0,50.0,0.5,1150.0
"non-targeted, clustered",reputation = 0,8,194,3,1.0,50.0,0.6666666666666666,1200.0
"non-targeted, clustered",reputation = 0,8,194,4,1.0,50.0,0.75,1250.0
"non-targeted, clustered",reputation = 0,8,194,5,1.0,50.0,0.8,1300.0
"non-targeted, clustered",reputation = 0,8,194,6,1.0,50.0,0.8333333333333334,1350.0
"non-targeted, clustered",reputation = 0,8,194,7,1.0,50.0,0.8571428571428571,1400.0
"non-targeted, clustered",reputation = 0,8,194,8,1.0,50.0,0.875,1450.0
"non-targeted, clustered",reputation = 0,8,194,9,1.0,50.0,0.8888888888888888,1500.0
"non-targeted, clustered",reputation = 0,8,195,1,1.0,16.666666,1.0,1016.666666
"non-targeted, clustered",reputation = 0,8,195,2,1.0,50.0,1.0,1066.666666
"non-targeted, clustered",reputation = 0,8,195,3,1.0,50.0,1.0,1116.666666
"non-targeted, clustered",reputation = 0,8,195,4,1.0,50.0,1.0,1166.666666
"non-targeted, clustered",reputation = 0,8,195,5,1.0,50.0,1.0,1216.666666
